source,entities,translations
How many Republican governors has North Carolina had since 1874?,"['Republican', 'North Carolina']","['Republicano', 'Carolina del Norte']"
How many none white males have been president of the United States as of 2020?,['United States'],['Estados Unidos']
How many Latino senators has there been in the history of the US?,"['Latino', 'US']","['Latino', 'Estados Unidos']"
What was the shortest amount of time in days served in office by any president in US history?,['US'],['Estados Unidos']
What was the shortest amount of time in days served in office by any vice president in US history?,['US'],['Estados Unidos']
How many Democrat governors has North Carolina had since 2008?,"['Democrat', 'North Carolina']","['Democrat', 'Carolina del Norte']"
How many Democrat senators has North Carolina had since 2008?,"['Democrat', 'North Carolina']","['Democrat', 'Carolina del Norte']"
How many times was Joe Biden re-elected to the Senate before becoming vice president of the US?,"['Joe Biden', 'Senate', 'US']","['Joe Biden', 'Senado', 'Estados Unidos']"
How many Republican governors has New York had since 2000?,"['Republican', 'New York']","['Republicano', 'Nueva York (desambiguación)']"
How many US presidents were members of the Whig Party?,"['US', 'Whig Party']","['Estados Unidos', 'Whig Party']"
How many members of the US House of Representatives currently represent Wyoming?,"['US House of Representatives', 'Wyoming']","['Cámara de Representantes de los Estados Unidos', 'Wyoming']"
How many black presidents has the United States had?,['United States'],['Estados Unidos']
How many female vice presidents has the United States had?,['United States'],['Estados Unidos']
How many US presidents were from North Carolina?,"['US', 'North Carolina']","['Estados Unidos', 'Carolina del Norte']"
How many US presidents were from Pennsylvania?,"['US', 'Pennsylvania']","['Estados Unidos', 'Pensilvania']"
How many US House of Representative seats does Idaho have?,"['US House of Representative', 'Idaho']","['US House of Representative', 'Idaho']"
How many US House of Representative seats does Maine have?,"['US House of Representative', 'Maine']","['US House of Representative', 'Maine']"
How many US House of Representative seats does Delaware have?,"['US House of Representative', 'Delaware']","['US House of Representative', 'Delaware']"
How many Democrat governors has Louisiana had since 2000?,"['Democrat', 'Louisiana']","['Democrat', 'Luisiana']"
Which mayors of New York City since 1994 have not been Democrats?,"['New York City', 'Democrats']","['Nueva York', 'Democrats']"
Which New England state did Al Gore not win in the 2002 Presidential Election?,"['New England', 'Al Gore', 'Presidential Election']","['Nueva Inglaterra', 'Al Gore', 'Presidential Election']"
Which governors of New York since 2000 have not been Republican?,"['New York', 'Republican']","['Nueva York (desambiguación)', 'Republicano']"
Which American whistleblower was not guaranteed freedom and subsequently fled to Russia?,"['American', 'Russia']","['American', 'Rusia']"
On which month of 2020 did most states not order academic closure during the start of the United States pandemic?,['United States'],['Estados Unidos']
"Which group of younger citizens were not eligible for a stimulus check until January, 2021?",[],[]
Which mayor of Los Angeles since 1950 did not serve multiple terms?,['Los Angeles'],['Los Ángeles']
What western states did Joe Biden not win in the 2020 US Presidential Election?,"['Joe Biden', 'US Presidential Election']","['Joe Biden', 'Elecciones presidenciales en Estados Unidos']"
Which United States president did not speak English as a first language?,"['United States', 'English']","['Estados Unidos', 'English (desambiguación)']"
Which three major US presidential candidates did not win the 2020 election?,['US'],['Estados Unidos']
Which US vice president is not a male?,['US'],['Estados Unidos']
Who is the only person not elected as US president or vice president to serve as president?,['US'],['Estados Unidos']
Which governor of Washington state since 1980 was not from the Democratic Party?,"['Washington', 'Democratic', 'Party']","['Washington', 'Democratic', 'Fiesta']"
Which governors from Oregon have not been Republican since 1990?,"['Oregon', 'Republican']","['Oregón', 'Republicano']"
Which governors from Hawaii have not been Republican since 1990?,"['Hawaii', 'Republican']","['Hawái', 'Republicano']"
Which US territory does not have a partisan governor?,['US'],['Estados Unidos']
Which US territory in the Pacific Ocean does not have a Bicameral legislature?,"['US', 'Pacific Ocean', 'B']","['Estados Unidos', 'Océano Pacífico', 'B']"
"Since the Civil War, which US presidents were not born in the contiguous United States?","['Civil War', 'US', 'United States']","['Civil War', 'Estados Unidos', 'Estados Unidos']"
Which governors of New York since 2000 have not been Democrats?,"['New York', 'Democrats']","['Nueva York (desambiguación)', 'Democrats']"
"Since 2000, which New York governors have chosen not to stay in office even though their term was not over?",['New York'],['Nueva York (desambiguación)']
"Since 2000, which governors of New York have not been male?",['New York'],['Nueva York (desambiguación)']
How many times has Joe Biden run for president of the United States and not win?,"['Joe Biden', 'United States']","['Joe Biden', 'Estados Unidos']"
What NC governors since 2012 have not been Republican?,"['NC', 'Republican']","['NC', 'Republicano']"
Who is the vice president of the United States who is not a male but a female?,['United States'],['Estados Unidos']
Which US president did not live in the White House?,"['US', 'White House']","['Estados Unidos', 'Casa Blanca']"
"Who was the United States Secretary of State from 2009 to 2013, and who was the First Lady of the United States from 1993 to 2000?","['United States', 'United States']","['Estados Unidos', 'Estados Unidos']"
Who served as president from 2009 to 2017 and graduated from Harvard University?,['Harvard University'],['Universidad Harvard']
Who first won the presidency in 1992 and was from the state of Arkansas?,['Arkansas'],['Arkansas']
Who was from Illinois and signed the Emancipation Proclamation?,"['Illinois', 'Emancipation Proclamation']","['Illinois', 'Proclamación de Emancipación']"
Who was a president of America and had Kenyan roots?,"['America', 'Kenyan']","['Estados Unidos', 'Demografía de Kenia']"
Who was a former actor and president of the United States?,['United States'],['Estados Unidos']
Who was a former Arkansas governor and president of the United States?,"['Arkansas', 'United States']","['Arkansas', 'Estados Unidos']"
Who was a former First Lady and ran for president of the United States?,['United States'],['Estados Unidos']
Who is a former writer and current president of the United States?,['United States'],['Estados Unidos']
Who ran for president in 2008 and graduated from Columbia University?,['Columbia University'],['Universidad de Columbia']
Who ran for president in 2016 and graduated from the University of Pennsylvania?,['University of Pennsylvania'],['Universidad de Pensilvania']
Who ran for president in 2020 and graduated from the University of Pennsylvania?,['University of Pennsylvania'],['Universidad de Pensilvania']
Who ran for president in 2012 and graduated from Columbia University?,['Columbia University'],['Universidad de Columbia']
Who is a current or former speaker of the United States House of Representatives and also a female?,['United States House of Representatives'],['Cámara de Representantes de los Estados Unidos']
Who was the first transgender political candidate that has been a nominee in a US gubernatorial position?,['US'],['Estados Unidos']
Who ran for the 2020 Democratic Party Primaries and was Asian?,"['2020 Democratic Party Primaries', 'Asian']","['2020 Democratic Party Primaries', 'Asian']"
"Who was born in New Delhi, India and a current senator of Colorado?","['New Delhi', 'India', 'Colorado']","['Nueva Delhi', 'India', 'Colorado']"
Who was an actor and president of the United States?,['United States'],['Estados Unidos']
Who belonged to the Democratic Party and was vice president as a woman?,['Democratic Party'],['Partido Demócrata']
Who won the presidential elections in 2010 and 2012?,[],[]
Who was president of the Miss Universe and was also later president of the country?,['Miss Universe'],['Miss Universo']
Who is a current senator of Utah and a former governor of Massachusetts?,"['Utah', 'Massachusetts']","['Utah', 'Massachusetts']"
Who is a current senator of New York and was born in 1950?,['New York'],['Nueva York (desambiguación)']
Who was formerly a WWE superstar and now a mayor?,['WWE'],['WWE']
Who was governor of Pennsylvania and served as the first Secretary of Homeland Security?,"['Pennsylvania', 'Homeland Security']","['Pensilvania', 'Homeland Security']"
Who was elected governor of Florida as a Republican and to the U.S. House of Representatives as a Democrat?,"['Florida', 'Republican', 'U', 'S. House of Representatives', 'Democrat']","['Florida', 'Republicano', 'U', 'S. House of Representatives', 'Democrat']"
Who ran for president in 2000 and graduated from Harvard University?,['Harvard University'],['Universidad Harvard']
Who was the first female vice president to run and win an electoral college vote?,[],[]
Who was the 40th president of the United States and a former actor?,['United States'],['Estados Unidos']
Who was the 41st president of the United States and former CIA chief?,"['United States', 'CIA']","['Estados Unidos', 'Agencia Central de Inteligencia']"
Who was the 42nd president of the United States and former governor of Arkansas?,"['United States', 'Arkansas']","['Estados Unidos', 'Arkansas']"
Who was the 44th president of the United States and former community organizer?,['United States'],['Estados Unidos']
Who was the 37th president of the United States and the 36th vice president of the United States?,"['United States', 'United States']","['Estados Unidos', 'Estados Unidos']"
Who was president of the United States and Chief Justice of the Supreme Court?,"['United States', 'Supreme Court']","['Estados Unidos', 'Corte suprema']"
Who was governor of Texas and was elected president of the United States in the year 2000?,"['Texas', 'United States']","['Texas', 'Estados Unidos']"
Who is a vice president and a female?,[],[]
Who was running for president in 2016 who was also a former governor?,[],[]
Who was president of the USA who was also a billionaire?,['USA'],['Estados Unidos']
Who is a current senator of New York who has also served as Senate Democratic Leader since 2017?,"['New York', 'Senate', 'Democratic']","['Nueva York (desambiguación)', 'Senado', 'Democratic']"
Who unsuccessfully ran for president of the United States in 2020 and became the first openly gay Cabinet member?,"['United States', 'Cabinet']","['Estados Unidos', 'Cabinet']"
